id,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,beta_0,beta_1,beta_2,beta_3,beta_4
388,np.float64(0.21249718964099884),np.float64(0.592908501625061),np.float64(0.4373224973678589),np.float64(0.4722955822944641),np.float64(1.115968108177185),np.float64(0.28347671031951904),np.float64(0.26467934250831604),np.float64(0.43976110219955444),np.float64(0.24744170904159546),np.float64(0.12994803488254547)
389,np.float64(0.19742436707019806),np.float64(0.4831625819206238),np.float64(0.3048720955848694),np.float64(0.6347309947013855),np.float64(1.1386669874191284),np.float64(0.3184926509857178),np.float64(0.37946072220802307),np.float64(0.4285327196121216),np.float64(0.21683980524539948),np.float64(0.12518683075904846)
390,np.float64(0.21596097946166992),np.float64(0.4832850396633148),np.float64(0.30893421173095703),np.float64(0.6875628232955933),np.float64(1.2050350904464722),np.float64(0.32509884238243103),np.float64(0.41775423288345337),np.float64(0.41185420751571655),np.float64(0.22208933532238007),np.float64(0.15705402195453644)
391,np.float64(0.24074095487594604),np.float64(0.5146082639694214),np.float64(0.31367820501327515),np.float64(1.0438436269760132),np.float64(1.0198591947555542),np.float64(0.32335031032562256),np.float64(0.47575047612190247),np.float64(0.4112093150615692),np.float64(0.20749813318252563),np.float64(0.22161217033863068)
392,np.float64(0.2354021817445755),np.float64(0.6906015276908875),np.float64(0.4245142936706543),np.float64(0.4898846447467804),np.float64(1.1143168210983276),np.float64(0.27159202098846436),np.float64(0.27115747332572937),np.float64(0.46603336930274963),np.float64(0.26102229952812195),np.float64(0.10875154286623001)
393,np.float64(0.23372511565685272),np.float64(0.6837852597236633),np.float64(0.4584703743457794),np.float64(0.4934312105178833),np.float64(0.9913773536682129),np.float64(0.2709951400756836),np.float64(0.25443699955940247),np.float64(0.39620211720466614),np.float64(0.30972397327423096),np.float64(0.16362544894218445)
394,np.float64(0.24716322124004364),np.float64(0.5927632451057434),np.float64(0.3364662230014801),np.float64(1.7704390287399292),np.float64(0.6338381767272949),np.float64(0.30935412645339966),np.float64(0.4437125325202942),np.float64(0.41094937920570374),np.float64(0.17854949831962585),np.float64(0.22085686028003693)
395,np.float64(0.2264573723077774),np.float64(0.3698524236679077),np.float64(0.3731229901313782),np.float64(0.6223223805427551),np.float64(0.9861611127853394),np.float64(0.3897871971130371),np.float64(0.4584767818450928),np.float64(0.3386155664920807),np.float64(0.22395731508731842),np.float64(0.1628217101097107)
396,np.float64(0.2003192901611328),np.float64(0.4772332012653351),np.float64(0.29979875683784485),np.float64(0.5825785398483276),np.float64(1.2368141412734985),np.float64(0.3093207776546478),np.float64(0.3752879202365875),np.float64(0.44938382506370544),np.float64(0.19201774895191193),np.float64(0.1445557177066803)
397,np.float64(0.23802007734775543),np.float64(0.41989409923553467),np.float64(0.3269013464450836),np.float64(0.7954164743423462),np.float64(0.9339359998703003),np.float64(0.3582291007041931),np.float64(0.4998490512371063),np.float64(0.39085128903388977),np.float64(0.2277822494506836),np.float64(0.19637851417064667)
398,np.float64(0.19244006276130676),np.float64(0.4775118827819824),np.float64(0.38046255707740784),np.float64(0.44965967535972595),np.float64(0.9131936430931091),np.float64(0.31072601675987244),np.float64(0.2900197207927704),np.float64(0.3951112926006317),np.float64(0.2851124107837677),np.float64(0.15403158962726593)
399,np.float64(0.17032985389232635),np.float64(0.3876732289791107),np.float64(0.3225821852684021),np.float64(0.470646470785141),np.float64(0.8595945835113525),np.float64(0.3376774489879608),np.float64(0.3318943977355957),np.float64(0.40645772218704224),np.float64(0.2587244212627411),np.float64(0.14306960999965668)
400,np.float64(0.23063786327838898),np.float64(0.5551812648773193),np.float64(0.2771822214126587),np.float64(1.0968579053878784),np.float64(0.8410897254943848),np.float64(0.30378663539886475),np.float64(0.48386478424072266),np.float64(0.4092983603477478),np.float64(0.15150485932826996),np.float64(0.20547594130039215)
401,np.float64(0.22370678186416626),np.float64(0.5536518692970276),np.float64(0.27208831906318665),np.float64(0.7044098377227783),np.float64(1.204314112663269),np.float64(0.3154376149177551),np.float64(0.43452149629592896),np.float64(0.4424654245376587),np.float64(0.21670319139957428),np.float64(0.17202799022197723)
402,np.float64(0.2503843307495117),np.float64(0.3815784454345703),np.float64(0.40841275453567505),np.float64(0.8931823968887329),np.float64(1.090973973274231),np.float64(0.38759320974349976),np.float64(0.4853525757789612),np.float64(0.36292764544487),np.float64(0.23500803112983704),np.float64(0.18342874944210052)
403,np.float64(0.29501625895500183),np.float64(0.3762122690677643),np.float64(0.41537371277809143),np.float64(0.9782723188400269),np.float64(0.8427883982658386),np.float64(0.3848077952861786),np.float64(0.5578436255455017),np.float64(0.3618079423904419),np.float64(0.2423563301563263),np.float64(0.24807003140449524)
404,np.float64(0.22954672574996948),np.float64(0.6030452847480774),np.float64(0.3344227969646454),np.float64(0.6533796787261963),np.float64(1.2978721857070923),np.float64(0.2978542149066925),np.float64(0.3541598320007324),np.float64(0.4550045430660248),np.float64(0.2384946048259735),np.float64(0.17169901728630066)
405,np.float64(0.22326749563217163),np.float64(0.5505577325820923),np.float64(0.2903655767440796),np.float64(0.7957409024238586),np.float64(1.2151647806167603),np.float64(0.2947314381599426),np.float64(0.41522300243377686),np.float64(0.4139511287212372),np.float64(0.19299079477787018),np.float64(0.15090149641036987)
406,np.float64(0.23864728212356567),np.float64(0.556446373462677),np.float64(0.30919817090034485),np.float64(1.5327630043029785),np.float64(0.888464629650116),np.float64(0.29939886927604675),np.float64(0.4645712375640869),np.float64(0.3986847400665283),np.float64(0.1430579572916031),np.float64(0.1809547245502472)
407,np.float64(0.22927428781986237),np.float64(0.5358571410179138),np.float64(0.2950010895729065),np.float64(1.2005996704101562),np.float64(0.8869757056236267),np.float64(0.3098765015602112),np.float64(0.4839939773082733),np.float64(0.4323882460594177),np.float64(0.14608947932720184),np.float64(0.1760946363210678)
408,np.float64(0.23868481814861298),np.float64(0.49779418110847473),np.float64(0.3118882477283478),np.float64(0.9397817254066467),np.float64(1.0491706132888794),np.float64(0.31942692399024963),np.float64(0.4507181942462921),np.float64(0.48783355951309204),np.float64(0.1856306791305542),np.float64(0.1882299780845642)
409,np.float64(0.2290540188550949),np.float64(0.5218828320503235),np.float64(0.38656729459762573),np.float64(1.0121510028839111),np.float64(1.0849285125732422),np.float64(0.3216533362865448),np.float64(0.3821098208427429),np.float64(0.3902375102043152),np.float64(0.22123223543167114),np.float64(0.19268345832824707)
410,np.float64(0.24997474253177643),np.float64(0.5564465522766113),np.float64(0.3182925879955292),np.float64(1.166064977645874),np.float64(0.9505268335342407),np.float64(0.3014245927333832),np.float64(0.4955156147480011),np.float64(0.40931814908981323),np.float64(0.1504134237766266),np.float64(0.1696207970380783)
411,np.float64(0.20097190141677856),np.float64(0.43340951204299927),np.float64(0.2806583344936371),np.float64(0.6660434007644653),np.float64(1.0627201795578003),np.float64(0.34130075573921204),np.float64(0.4537731111049652),np.float64(0.4240516722202301),np.float64(0.24070073664188385),np.float64(0.17857176065444946)
412,np.float64(0.21911580860614777),np.float64(0.5262271165847778),np.float64(0.33767589926719666),np.float64(1.0481722354888916),np.float64(1.188422679901123),np.float64(0.309541791677475),np.float64(0.39517730474472046),np.float64(0.47402092814445496),np.float64(0.18422521650791168),np.float64(0.18181602656841278)
413,np.float64(0.20658037066459656),np.float64(0.5377216935157776),np.float64(0.3616611659526825),np.float64(0.4945297837257385),np.float64(1.217965841293335),np.float64(0.30869072675704956),np.float64(0.3128546178340912),np.float64(0.4676741063594818),np.float64(0.2013811618089676),np.float64(0.17962214350700378)
414,np.float64(0.21219365298748016),np.float64(0.5273916721343994),np.float64(0.3444008529186249),np.float64(0.5528738498687744),np.float64(1.0689786672592163),np.float64(0.29857003688812256),np.float64(0.33511608839035034),np.float64(0.41770169138908386),np.float64(0.22752586007118225),np.float64(0.12542949616909027)
415,np.float64(0.2052222192287445),np.float64(0.4904843866825104),np.float64(0.26821982860565186),np.float64(0.6448146104812622),np.float64(1.0975371599197388),np.float64(0.31575894355773926),np.float64(0.40164250135421753),np.float64(0.4742966294288635),np.float64(0.22114968299865723),np.float64(0.1556592732667923)
416,np.float64(0.19106510281562805),np.float64(0.43707799911499023),np.float64(0.2822906970977783),np.float64(0.6421917080879211),np.float64(1.031829595565796),np.float64(0.3334873914718628),np.float64(0.42169418931007385),np.float64(0.4468560516834259),np.float64(0.21770450472831726),np.float64(0.15174706280231476)
417,np.float64(0.20246386528015137),np.float64(0.4795340597629547),np.float64(0.29057708382606506),np.float64(0.6582664847373962),np.float64(1.0310567617416382),np.float64(0.3309876620769501),np.float64(0.42457547783851624),np.float64(0.4586978852748871),np.float64(0.22598375380039215),np.float64(0.15609970688819885)
418,np.float64(0.14538858830928802),np.float64(0.564120352268219),np.float64(-0.31275030970573425),np.float64(0.3600558042526245),np.float64(1.8230503797531128),np.float64(0.37860816717147827),np.float64(1.5076336860656738),np.float64(-0.9238436818122864),np.float64(0.2772616446018219),np.float64(0.22632484138011932)
419,np.float64(0.17919857800006866),np.float64(0.41035768389701843),np.float64(0.284318745136261),np.float64(0.5386261940002441),np.float64(0.9147806167602539),np.float64(0.34317171573638916),np.float64(0.40553727746009827),np.float64(0.43517574667930603),np.float64(0.2114258110523224),np.float64(0.13726279139518738)
420,np.float64(0.21900026500225067),np.float64(0.49041810631752014),np.float64(0.2758215367794037),np.float64(0.8931597471237183),np.float64(0.9362901449203491),np.float64(0.3268640339374542),np.float64(0.47510045766830444),np.float64(0.42145633697509766),np.float64(0.16939684748649597),np.float64(0.2268851399421692)
421,np.float64(0.2764703631401062),np.float64(0.5975127816200256),np.float64(0.28794166445732117),np.float64(1.0656189918518066),np.float64(0.9597485065460205),np.float64(0.2884559631347656),np.float64(0.5390642285346985),np.float64(0.4101790487766266),np.float64(0.1458832025527954),np.float64(0.17272651195526123)
422,np.float64(0.21063366532325745),np.float64(0.36386099457740784),np.float64(0.36569076776504517),np.float64(0.6454005837440491),np.float64(0.841763973236084),np.float64(0.39970794320106506),np.float64(0.4691919684410095),np.float64(0.3527502417564392),np.float64(0.21665172278881073),np.float64(0.15582458674907684)
423,np.float64(0.2581745982170105),np.float64(0.6498960256576538),np.float64(0.3373855650424957),np.float64(1.1945258378982544),np.float64(1.2366807460784912),np.float64(0.28592774271965027),np.float64(0.4195954203605652),np.float64(0.48435714840888977),np.float64(0.18246079981327057),np.float64(0.21290163695812225)
424,np.float64(0.1937049925327301),np.float64(0.48197829723358154),np.float64(0.32780829071998596),np.float64(0.6017956733703613),np.float64(1.8914368152618408),np.float64(0.30742695927619934),np.float64(0.3385412096977234),np.float64(0.44896596670150757),np.float64(0.19075636565685272),np.float64(0.1372760534286499)
425,np.float64(0.20095260441303253),np.float64(0.44678518176078796),np.float64(0.2898252606391907),np.float64(0.622636079788208),np.float64(1.1041361093521118),np.float64(0.34115129709243774),np.float64(0.4135347604751587),np.float64(0.4402856230735779),np.float64(0.2836388349533081),np.float64(0.17510123550891876)
426,np.float64(0.18403154611587524),np.float64(0.4730375111103058),np.float64(0.35184645652770996),np.float64(0.521972119808197),np.float64(2.0209617614746094),np.float64(0.30666476488113403),np.float64(0.3050415813922882),np.float64(0.4418429136276245),np.float64(0.1654507964849472),np.float64(0.15030452609062195)
427,np.float64(0.16729673743247986),np.float64(0.38458025455474854),np.float64(0.30662164092063904),np.float64(0.48044630885124207),np.float64(0.8273765444755554),np.float64(0.34433379769325256),np.float64(0.35769104957580566),np.float64(0.42224323749542236),np.float64(0.24404844641685486),np.float64(0.1483331322669983)
428,np.float64(0.15968835353851318),np.float64(0.36833086609840393),np.float64(0.30860215425491333),np.float64(0.4261857271194458),np.float64(0.7449031472206116),np.float64(0.3376711905002594),np.float64(0.29591187834739685),np.float64(0.3979837894439697),np.float64(0.2321573942899704),np.float64(0.14184686541557312)
429,np.float64(0.19791074097156525),np.float64(0.4535238742828369),np.float64(0.2795601785182953),np.float64(0.6597709059715271),np.float64(1.1286001205444336),np.float64(0.32328787446022034),np.float64(0.41923055052757263),np.float64(0.4339076578617096),np.float64(0.18425685167312622),np.float64(0.13759811222553253)
430,np.float64(0.1912047564983368),np.float64(0.44519561529159546),np.float64(0.30299535393714905),np.float64(0.5657751560211182),np.float64(1.0532575845718384),np.float64(0.3261900842189789),np.float64(0.3838019371032715),np.float64(0.42652177810668945),np.float64(0.2685237228870392),np.float64(0.1586608588695526)
431,np.float64(0.20898588001728058),np.float64(0.5209237337112427),np.float64(0.32793277502059937),np.float64(0.551805853843689),np.float64(1.3271174430847168),np.float64(0.30402442812919617),np.float64(0.34020885825157166),np.float64(0.4553830325603485),np.float64(0.21623986959457397),np.float64(0.15081249177455902)
432,np.float64(0.1960374116897583),np.float64(0.5397520065307617),np.float64(0.43496599793434143),np.float64(0.377263605594635),np.float64(1.4220930337905884),np.float64(0.28468000888824463),np.float64(0.22353126108646393),np.float64(0.4456397294998169),np.float64(0.25162750482559204),np.float64(0.13740193843841553)
433,np.float64(0.21205709874629974),np.float64(0.507658839225769),np.float64(0.36013782024383545),np.float64(0.7072680592536926),np.float64(1.015190601348877),np.float64(0.3215707242488861),np.float64(0.34777143597602844),np.float64(0.4025914669036865),np.float64(0.23014496266841888),np.float64(0.18932665884494781)
434,np.float64(0.21810925006866455),np.float64(0.5151869654655457),np.float64(0.286887526512146),np.float64(0.6921722292900085),np.float64(1.078961730003357),np.float64(0.3106447458267212),np.float64(0.41120776534080505),np.float64(0.45813149213790894),np.float64(0.20157264173030853),np.float64(0.14388836920261383)
435,np.float64(0.20539698004722595),np.float64(0.5193163752555847),np.float64(0.3657733201980591),np.float64(0.5524972677230835),np.float64(1.0870437622070312),np.float64(0.30131372809410095),np.float64(0.3041500151157379),np.float64(0.4015016257762909),np.float64(0.27396103739738464),np.float64(0.15402933955192566)
436,np.float64(0.2768608331680298),np.float64(0.35288241505622864),np.float64(0.6045082211494446),np.float64(0.9426223635673523),np.float64(0.8473568558692932),np.float64(0.4227445423603058),np.float64(0.42184683680534363),np.float64(0.25769156217575073),np.float64(0.28355127573013306),np.float64(0.29995444416999817)
437,np.float64(0.21617372334003448),np.float64(0.5094583630561829),np.float64(0.30088651180267334),np.float64(0.7226890921592712),np.float64(1.2863860130310059),np.float64(0.30892759561538696),np.float64(0.40512436628341675),np.float64(0.4429047107696533),np.float64(0.18295073509216309),np.float64(0.15904313325881958)
438,np.float64(0.17804887890815735),np.float64(0.45552870631217957),np.float64(0.3737708628177643),np.float64(0.3469073474407196),np.float64(1.753296136856079),np.float64(0.3040044605731964),np.float64(0.2474762499332428),np.float64(0.41326451301574707),np.float64(0.29408392310142517),np.float64(0.16909824311733246)
439,np.float64(0.22924189269542694),np.float64(0.8025755286216736),np.float64(0.7146651744842529),np.float64(0.2946496307849884),np.float64(2.1407229900360107),np.float64(0.2557307779788971),np.float64(0.15614496171474457),np.float64(0.3617148995399475),np.float64(0.3764810264110565),np.float64(0.18516667187213898)
440,np.float64(-0.6074579954147339),np.float64(0.6131264567375183),np.float64(0.6492663621902466),np.float64(1.1382410526275635),np.float64(1.0160062313079834),np.float64(1.5689324140548706),np.float64(0.8129976391792297),np.float64(0.18731729686260223),np.float64(0.17631500959396362),np.float64(0.23401446640491486)
441,np.float64(0.2089575082063675),np.float64(0.5086321234703064),np.float64(0.3219575583934784),np.float64(1.8528395891189575),np.float64(0.6324552297592163),np.float64(0.3109758198261261),np.float64(0.3883998692035675),np.float64(0.47918394207954407),np.float64(0.12201137840747833),np.float64(0.09890375286340714)
442,np.float64(0.22573837637901306),np.float64(0.4439111649990082),np.float64(0.28598201274871826),np.float64(0.7264988422393799),np.float64(0.9928844571113586),np.float64(0.34048038721084595),np.float64(0.5008291006088257),np.float64(0.4232248365879059),np.float64(0.22926242649555206),np.float64(0.19787730276584625)
443,np.float64(0.24414794147014618),np.float64(0.5629073977470398),np.float64(0.3286454975605011),np.float64(1.1859245300292969),np.float64(1.0520297288894653),np.float64(0.307079017162323),np.float64(0.43314701318740845),np.float64(0.39851802587509155),np.float64(0.16549986600875854),np.float64(0.16234822571277618)
444,np.float64(0.2498527616262436),np.float64(0.5876291394233704),np.float64(0.333641916513443),np.float64(1.3517675399780273),np.float64(1.0148746967315674),np.float64(0.29188305139541626),np.float64(0.45308780670166016),np.float64(0.4419129192829132),np.float64(0.15221007168293),np.float64(0.17482835054397583)
445,np.float64(0.2548583149909973),np.float64(0.5749748349189758),np.float64(0.32793858647346497),np.float64(0.9469360709190369),np.float64(1.136450171470642),np.float64(0.30393925309181213),np.float64(0.44228827953338623),np.float64(0.4114290773868561),np.float64(0.16984620690345764),np.float64(0.17740164697170258)
446,np.float64(0.22825472056865692),np.float64(0.5361596941947937),np.float64(0.3200506269931793),np.float64(1.0294309854507446),np.float64(1.0245996713638306),np.float64(0.31272339820861816),np.float64(0.44714003801345825),np.float64(0.47410082817077637),np.float64(0.2176104485988617),np.float64(0.24764633178710938)
447,np.float64(0.23776690661907196),np.float64(0.5643004179000854),np.float64(0.3084449768066406),np.float64(0.9340042471885681),np.float64(1.1802377700805664),np.float64(0.301718533039093),np.float64(0.4364932179450989),np.float64(0.4330728054046631),np.float64(0.15217120945453644),np.float64(0.16227507591247559)
448,np.float64(0.17881089448928833),np.float64(0.43302813172340393),np.float64(0.3418174982070923),np.float64(0.4639132618904114),np.float64(0.877252459526062),np.float64(0.32817527651786804),np.float64(0.3277377188205719),np.float64(0.4097859859466553),np.float64(0.2616085112094879),np.float64(0.1444759964942932)
449,np.float64(0.23862242698669434),np.float64(0.5987491607666016),np.float64(0.29039308428764343),np.float64(1.0066180229187012),np.float64(1.2009254693984985),np.float64(0.296265572309494),np.float64(0.4296287000179291),np.float64(0.45967206358909607),np.float64(0.2222190648317337),np.float64(0.18027885258197784)
450,np.float64(0.20234450697898865),np.float64(0.49204152822494507),np.float64(0.31181007623672485),np.float64(0.6174571514129639),np.float64(1.1005175113677979),np.float64(0.3144887685775757),np.float64(0.3700796663761139),np.float64(0.4420204162597656),np.float64(0.2188684195280075),np.float64(0.1339179426431656)
451,np.float64(0.2508332133293152),np.float64(0.6700289845466614),np.float64(0.3467809855937958),np.float64(0.7637350559234619),np.float64(1.3870350122451782),np.float64(0.27357059717178345),np.float64(0.35129114985466003),np.float64(0.4458411633968353),np.float64(0.2131284922361374),np.float64(0.15987588465213776)
452,np.float64(0.25486570596694946),np.float64(0.6122854351997375),np.float64(0.3095710277557373),np.float64(1.1053818464279175),np.float64(1.272682547569275),np.float64(0.2864540219306946),np.float64(0.4263119697570801),np.float64(0.441579669713974),np.float64(0.22503584623336792),np.float64(0.2700345516204834)
453,np.float64(0.23582617938518524),np.float64(0.5987290740013123),np.float64(0.3008666932582855),np.float64(0.8541254997253418),np.float64(1.3997037410736084),np.float64(0.28967154026031494),np.float64(0.41509389877319336),np.float64(0.4579787850379944),np.float64(0.1850036084651947),np.float64(0.14883175492286682)
454,np.float64(0.19691745936870575),np.float64(0.4661861062049866),np.float64(0.3988003730773926),np.float64(0.5228881239891052),np.float64(0.9503803849220276),np.float64(0.3314337134361267),np.float64(0.31307312846183777),np.float64(0.38215842843055725),np.float64(0.23759359121322632),np.float64(0.1598891019821167)
455,np.float64(0.2518402338027954),np.float64(0.5760585069656372),np.float64(0.29523706436157227),np.float64(0.9679737091064453),np.float64(1.1689128875732422),np.float64(0.29901742935180664),np.float64(0.42906326055526733),np.float64(0.49608197808265686),np.float64(0.2155211716890335),np.float64(0.21741983294487)
456,np.float64(0.22081468999385834),np.float64(0.4435431659221649),np.float64(0.3182334899902344),np.float64(0.8872175812721252),np.float64(0.8130223155021667),np.float64(0.34220823645591736),np.float64(0.48339447379112244),np.float64(0.39722925424575806),np.float64(0.136395663022995),np.float64(0.15027694404125214)
457,np.float64(0.21698372066020966),np.float64(0.4353802502155304),np.float64(0.3102787435054779),np.float64(0.7181670665740967),np.float64(0.8958638906478882),np.float64(0.34532982110977173),np.float64(0.4759388864040375),np.float64(0.39721566438674927),np.float64(0.2005501538515091),np.float64(0.1664559245109558)
458,np.float64(0.21787196397781372),np.float64(0.5869556665420532),np.float64(0.3852095603942871),np.float64(0.5281916856765747),np.float64(1.3467110395431519),np.float64(0.2882695198059082),np.float64(0.2960662841796875),np.float64(0.4479232430458069),np.float64(0.25936359167099),np.float64(0.15563508868217468)
459,np.float64(0.1864785999059677),np.float64(0.453051894903183),np.float64(0.3751283586025238),np.float64(0.3994353711605072),np.float64(0.8401792645454407),np.float64(0.31309762597084045),np.float64(0.2661307156085968),np.float64(0.39019665122032166),np.float64(0.2707662582397461),np.float64(0.13514484465122223)
460,np.float64(0.18752041459083557),np.float64(0.4558200538158417),np.float64(0.3060789704322815),np.float64(0.5184113383293152),np.float64(1.2485970258712769),np.float64(0.31142470240592957),np.float64(0.33534005284309387),np.float64(0.46963322162628174),np.float64(0.2130846232175827),np.float64(0.1312270164489746)
461,np.float64(0.21006162464618683),np.float64(0.49251753091812134),np.float64(0.30352678894996643),np.float64(0.6613332033157349),np.float64(1.1987967491149902),np.float64(0.31330180168151855),np.float64(0.3955020010471344),np.float64(0.4535311460494995),np.float64(0.210792675614357),np.float64(0.16889528930187225)
462,np.float64(0.21383582055568695),np.float64(0.4769543409347534),np.float64(0.2992287874221802),np.float64(0.6269962787628174),np.float64(1.0813699960708618),np.float64(0.3344011604785919),np.float64(0.44277194142341614),np.float64(0.41093629598617554),np.float64(0.22394466400146484),np.float64(0.1661091148853302)
463,np.float64(0.20171265304088593),np.float64(0.4724246859550476),np.float64(0.2906714975833893),np.float64(0.6695356965065002),np.float64(1.025456428527832),np.float64(0.333891898393631),np.float64(0.4154999554157257),np.float64(0.4452201724052429),np.float64(0.25333401560783386),np.float64(0.2195795178413391)
464,np.float64(0.18387679755687714),np.float64(0.4186268746852875),np.float64(0.31114232540130615),np.float64(0.6180424094200134),np.float64(0.9181744456291199),np.float64(0.35259005427360535),np.float64(0.3966970443725586),np.float64(0.40389132499694824),np.float64(0.21531140804290771),np.float64(0.1690840721130371)
465,np.float64(0.22705118358135223),np.float64(0.3105323910713196),np.float64(0.4359036087989807),np.float64(0.6011661291122437),np.float64(0.8249145150184631),np.float64(0.4541112184524536),np.float64(0.48381176590919495),np.float64(0.32393842935562134),np.float64(0.2480175644159317),np.float64(0.17302681505680084)
466,np.float64(0.22102616727352142),np.float64(0.46987372636795044),np.float64(0.292795330286026),np.float64(0.739822506904602),np.float64(0.9337446689605713),np.float64(0.3281743824481964),np.float64(0.44359537959098816),np.float64(0.4393550157546997),np.float64(0.17151598632335663),np.float64(0.17045602202415466)
467,np.float64(0.2837468087673187),np.float64(0.3809678554534912),np.float64(0.5235100388526917),np.float64(1.2483872175216675),np.float64(1.0663695335388184),np.float64(0.38636916875839233),np.float64(0.45982012152671814),np.float64(0.3180888593196869),np.float64(0.23490796983242035),np.float64(0.25242865085601807)
468,np.float64(-0.5258867144584656),np.float64(0.47008752822875977),np.float64(0.10728149861097336),np.float64(1.6804449558258057),np.float64(0.5798572897911072),np.float64(1.5615811347961426),np.float64(0.5249062776565552),np.float64(0.31803610920906067),np.float64(0.09050426632165909),np.float64(0.20959097146987915)
469,np.float64(0.20811258256435394),np.float64(0.5249348282814026),np.float64(0.3243010342121124),np.float64(0.5788446664810181),np.float64(1.1503986120224),np.float64(0.2983591556549072),np.float64(0.3405304551124573),np.float64(0.4383734166622162),np.float64(0.23612655699253082),np.float64(0.12945283949375153)
470,np.float64(0.23018449544906616),np.float64(0.5939333438873291),np.float64(0.32378482818603516),np.float64(0.7760409712791443),np.float64(1.2070338726043701),np.float64(0.30577144026756287),np.float64(0.4045927822589874),np.float64(0.4477083683013916),np.float64(0.22047507762908936),np.float64(0.16192340850830078)
471,np.float64(0.1769619882106781),np.float64(0.5451098084449768),np.float64(0.5322052836418152),np.float64(0.2700943946838379),np.float64(1.8403100967407227),np.float64(0.2931901812553406),np.float64(0.18456432223320007),np.float64(0.4006877839565277),np.float64(0.3423592150211334),np.float64(0.19069316983222961)
472,np.float64(0.24804352223873138),np.float64(0.5424146056175232),np.float64(0.26990053057670593),np.float64(0.8284903168678284),np.float64(1.1943073272705078),np.float64(0.30256974697113037),np.float64(0.5038920044898987),np.float64(0.4358026683330536),np.float64(0.22986038029193878),np.float64(0.2085544466972351)
473,np.float64(0.24119608104228973),np.float64(0.6388402581214905),np.float64(0.30147919058799744),np.float64(0.8407308459281921),np.float64(1.5304256677627563),np.float64(0.2803475260734558),np.float64(0.40322840213775635),np.float64(0.45589786767959595),np.float64(0.19257919490337372),np.float64(0.15419776737689972)
474,np.float64(0.2151714265346527),np.float64(0.4636717140674591),np.float64(0.3003174066543579),np.float64(0.8928182125091553),np.float64(0.9986120462417603),np.float64(0.3331291079521179),np.float64(0.47315436601638794),np.float64(0.42516711354255676),np.float64(0.17096161842346191),np.float64(0.1809397041797638)
475,np.float64(0.23234185576438904),np.float64(0.5411286950111389),np.float64(0.3019742965698242),np.float64(0.8235670924186707),np.float64(1.1218358278274536),np.float64(0.3096657395362854),np.float64(0.4382321536540985),np.float64(0.430334210395813),np.float64(0.2312103807926178),np.float64(0.20310796797275543)
476,np.float64(0.21215403079986572),np.float64(0.4794062674045563),np.float64(0.27959996461868286),np.float64(0.7416223287582397),np.float64(1.2491742372512817),np.float64(0.3148093521595001),np.float64(0.4398424029350281),np.float64(0.46837249398231506),np.float64(0.1699189394712448),np.float64(0.11998537927865982)
477,np.float64(0.21501705050468445),np.float64(0.5165518522262573),np.float64(0.2999419867992401),np.float64(0.6459099650382996),np.float64(1.1815916299819946),np.float64(0.31243616342544556),np.float64(0.4010077714920044),np.float64(0.43877318501472473),np.float64(0.26918864250183105),np.float64(0.16906321048736572)
478,np.float64(0.21647761762142181),np.float64(0.5082236528396606),np.float64(0.30211305618286133),np.float64(0.7817388772964478),np.float64(1.0635439157485962),np.float64(0.31608855724334717),np.float64(0.39363425970077515),np.float64(0.4750155210494995),np.float64(0.12093546986579895),np.float64(0.19645439088344574)
479,np.float64(0.19299404323101044),np.float64(0.5099905729293823),np.float64(0.38490933179855347),np.float64(0.3850400745868683),np.float64(1.2594538927078247),np.float64(0.289011150598526),np.float64(0.253805935382843),np.float64(0.47348448634147644),np.float64(0.24681802093982697),np.float64(0.12519554793834686)
480,np.float64(0.2182484120130539),np.float64(0.471125990152359),np.float64(0.30671191215515137),np.float64(1.0122697353363037),np.float64(1.29270339012146),np.float64(0.32592329382896423),np.float64(0.4486840069293976),np.float64(0.43711063265800476),np.float64(0.21824860572814941),np.float64(0.16992951929569244)
481,np.float64(0.20782871544361115),np.float64(0.4193439185619354),np.float64(0.3328407406806946),np.float64(0.6939409971237183),np.float64(0.9268549084663391),np.float64(0.3653576970100403),np.float64(0.4549803137779236),np.float64(0.3878597915172577),np.float64(0.2509304881095886),np.float64(0.20092430710792542)
482,np.float64(0.193850576877594),np.float64(0.4634760916233063),np.float64(0.2725904583930969),np.float64(0.496098130941391),np.float64(0.9686179161071777),np.float64(0.31507906317710876),np.float64(0.3696324825286865),np.float64(0.46049508452415466),np.float64(0.19248218834400177),np.float64(0.12109880149364471)
483,np.float64(0.20846322178840637),np.float64(0.573284387588501),np.float64(-0.18107005953788757),np.float64(0.8343424797058105),np.float64(1.1943185329437256),np.float64(0.3088521659374237),np.float64(1.2315967082977295),np.float64(-0.5998098850250244),np.float64(0.19603362679481506),np.float64(0.15621863305568695)
484,np.float64(0.2544015347957611),np.float64(0.3757411241531372),np.float64(0.3778221309185028),np.float64(0.8527576923370361),np.float64(0.8601603507995605),np.float64(0.38950231671333313),np.float64(0.5298678278923035),np.float64(0.32838475704193115),np.float64(0.1906796097755432),np.float64(0.1874833106994629)
